ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02086240_963,296,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids .we live near polonnaruwa.",,Shih Tzu,male,puppy,small,playdate
n02086240_1059,297,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near colombo.black & white wearing a pink shirt.",,Shih Tzu,female,puppy,small,playdate
n02086240_1078,298,"my dog is a male medium size adult shih tzu dog I want to arrange a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near matara.black & white dog siting under a table.",,Shih Tzu,male,adult,medium,playdate
n02086240_1170,299,I want to arrange a playdate partner for my male small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near rathnapura.small dog wearing a yellow shirt,,Shih Tzu,male,puppy,small,playdate
n02086240_1215,300,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near gampha.",,Shih Tzu,male,adult,medium,crossing
n02086240_1249,301,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kandy.small brown & white puppy siting near a pillow.",,Shih Tzu,female,puppy,small,playdate
n02086240_1259,302,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near nuwara-eliya.brown puppy near a table.",,Shih Tzu,male,puppy,small,playdate
n02086240_1295,303,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for my dog .it is very playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kegalle.brown & white puppy standing on a ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_1366,304,"my dog is a male medium size adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near galle.brown & white dog on a go cart.",,Shih Tzu,male,adult,medium,crossing
n02086240_1370,305,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near mannar.small brown puppy siting on a floor.,,Shih Tzu,female,puppy,small,playdate
n02086240_1602,306,"I would like to arrange a playdate for my  male small shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near kalutara.smallblack & white puppy wearing a blue shirt siting near a christmas tree.",,Shih Tzu,male,puppy,small,playdate
n02086240_1687,307,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near colomb.black & white puppy wearing a flower garlernd.",,Shih Tzu,male,adult,medium,crossing
n02086240_1690,308,"my dog is a female medium size adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near matale.white & brown puppy siting on a chair.",,Shih Tzu,female,adult,medium,crossing
n02086240_1770,309,"I want to arrange a playdate for my male medium size adult shih tzu dog. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids kids.we live near badulla.black & white dog walking on a brown tiled floor.",,Shih Tzu,male,adult,medium,playdate
n02086240_1779,310,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kandy.brown & white small puppy walking through a ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_1856,311,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near gampha.white & black dog siting on a black sofa.",,Shih Tzu,male,puppy,small,playdate
n02086240_1859,312,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near jaffna.black & white puppy wearing a shirt siting near a door.,,Shih Tzu,female,puppy,small,playdate
n02086240_1874,313,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near matara.black & white dog siting on a floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_1958,314,"my dog is a male medium size  adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near rathnapura.black dog siting on a black chair.",,Shih Tzu,male,adult,medium,crossing
n02086240_2003,315,"my dog is a female medium size adult shih tzu dog I want to arrannge a  crossing for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kalutara.brown & white dog wearing a red collor",,Shih Tzu,female,adult,medium,crossing
n02086240_2077,316,I want to arrange a playdate partner for my male medium size adult shih tzu dog. it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near colombo.white dog playing with a ball,,Shih Tzu,male,adult,medium,playdate
n02086240_2113,317,"I would like to arrange a playdate partner for my  male small size  shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near kalutara.brown & white puppy standing on a white floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_2113,318,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near polonnaruwa.brown & white puppy laying on a wood floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_2335,319,"my dog is a male small size shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near baticola.small white puppy siting on a red pillow.",,Shih Tzu,male,puppy,small,playdate
n02086240_2417,320,"I want to arrange a playdate for my female small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids .we live near vauniya.black & white puppy laying on a floor",,Shih Tzu,female,puppy,small,playdate
n02086240_2705,321,"I have a male small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kandy.black puppy sitting in a dog bed.",,Shih Tzu,male,puppy,small,playdate
n02086240_3050,322,"my dog is a male medium size adult shih tzu dog I want to arrange a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near  galle.black & white dog siting near a flower bush.",,Shih Tzu,male,adult,medium,crossing
n02086240_3094,323,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near anuradhapura.brown & white dog siting on a white chair,,Shih Tzu,female,puppy,small,playdate
n02086240_3137,324,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near matara.small black & white puppy laying on a red floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_3186,325,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kalutara.black & white puppy siting on a brown tiled floor",,Shih Tzu,male,puppy,small,playdate
n02086240_3217,326,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near gampha.black & white puppy siting on a floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_3227,327,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kandy.black & white puppy wearing a pink shirt siting on a sofa.",,Shih Tzu,male,puppy,small,playdate
n02086240_3254,328,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near kurunegala.small black & white puppy walkin through a green grass ground.,,Shih Tzu,female,puppy,small,playdate
n02086240_3424,329,"I would like to arrange a playdate for my  male small shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near mannar.brown & white dog siting on a brown tiled floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_3489,330,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near colombo.blac & white dog siting near a black fence.",,Shih Tzu,male,adult,medium,crossing
n02086240_3493,331,"my dog is a female medium size adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near galle.black & white dog laying on a brown sofa.",,Shih Tzu,female,adult,medium,crossing
n02086240_3558,332,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids kids.we live near rathnapura.brown & white puppy laying on a blancket.",,Shih Tzu,male,puppy,small,playdate
n02086240_3582,333,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near ampara.ash color puppy In a red cot.",,Shih Tzu,female,puppy,small,playdate
n02086240_3719,334,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kilinocchi.ash color puppy laying under a table.",,Shih Tzu,male,puppy,small,playdate
n02086240_3738,335,I want to arrange a crossing partner for my male medium size adult shih tzu dog it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near kalutara.ash color puppy holding a ball and running through green grass ground.,,Shih Tzu,male,adult,medium,crossing
n02086240_3802,336,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near hambanthota.white puppy laying on a floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_3827,337,"my dog is a female small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near anuradhapura.small black & white puppy siting on a red floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_3862,338,"my dog is a male small size  shih tzu puppy I want to arrannge a playdate for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near polonnaruwa.brown  & white puppy standing near a stool",,Shih Tzu,male,puppy,small,playdate
n02086240_3921,339,I want to arrange a playdate partner for my female medium size adult  shih tzu dog. it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near gampha.black & white dog siting on a green grass ground. ,,Shih Tzu,female,adult,medium,playdate
n02086240_3961,340,"I would like to arrange a playdate partner for my  male small size  shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near vauniya.brown & white puppy laying on a blue carpet",,Shih Tzu,male,puppy,small,playdate
n02086240_3979,341,"I have a male small size Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near putthalam.black & white puppy siting with two toy dogs.",,Shih Tzu,male,puppy,small,playdate
n02086240_3983,342,"my dog is a female small size shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kandy.brown & white puppy laying on a ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_4013,343,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids .we live near colombo.small white puppy siting near a person",,Shih Tzu,male,puppy,small,playdate
n02086240_4127,344,"I have a female medium size adult  Shih Tzu dog I would like to find a matching crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near gampha.white dog laying on a ground with a toy.",,Shih Tzu,female,adult,medium,crossing
n02086240_4190,345,"my dog is a male medium size adult shih tzu dog I want to arrange a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kandy.brown & white dog laying on bed.",,Shih Tzu,male,adult,medium,crossing
n02086240_4255,346,I want to arrange a playdate partner for my male small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near matara.small brown dog siting with a red chain.,,Shih Tzu,male,puppy,small,playdate
n02086240_4252,347,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near matale.brown & white dog siting  near a house.",,Shih Tzu,male,adult,medium,crossing
n02086240_4544,348,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near polonnaruwa.small black & white puuppy siting on a floor.",,Shih Tzu,female,puppy,small,playdate
n02086240_4608,349,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kalutara.black & white puppy siting neara white wall..",,Shih Tzu,male,puppy,small,playdate
n02086240_4625,350,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for my dog .it is very playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kurunegala.brown & white puppy siting inside  a vehicle.",,Shih Tzu,female,puppy,small,playdate
n02086240_4629,351,"my dog is a male medium size adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near matara.brown & black dog siting on a table.",,Shih Tzu,male,adult,medium,crossing
n02086240_4669,352,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near galle.white puppy walking through a beach.,,Shih Tzu,female,puppy,small,playdate
n02086240_4751,353,"I would like to arrange a playdate for my  male small shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near rathnapura.small black & white puppy siting on a brown tiled floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_4776,354,"I have a male small size  Shih Tzu puppy I would like to find a matching  playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kalutara.brown & white pupppy siting on a white tiled floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_4808,355,"my dog is a female medium size adult shih tzu dog I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kilinocchi.brown & white dog laying on a sofa.",,Shih Tzu,female,adult,medium,crossing
n02086240_4865,356,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids kids.we live near matale.black & white dog siting on a black table..",,Shih Tzu,male,puppy,small,playdate
n02086240_4999,357,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near nuwara-eliya.white puppy siting on a bench.",,Shih Tzu,male,puppy,small,playdate
n02086240_5042,358,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near matara.brwon & white chained dog siting on a green grass ground.,,Shih Tzu,female,puppy,small,playdate
n02086240_5096,359,"I would like to arrange a playdate for my  male small shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near colombo.black & white dog laying under a chair.",,Shih Tzu,male,puppy,small,playdate
n02086240_5140,360,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kilinocchi.black & white dog laying on a brown sofa",,Shih Tzu,male,adult,medium,crossing
n02086240_5246,361,"my dog is a female small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kalutara.small brown puppy siting near a window.",,Shih Tzu,female,puppy,small,playdate
n02086240_5316,362,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids kids.we live near polonnaruwa.brown & white puppy siting on a floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_5352,363,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near galle.brown color puppy siting on a ground.black & white puppy with a green ribbon sitig on a green grass ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_5443,364,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near rathnapura.black & white puppy laying on a blue pillow.",,Shih Tzu,male,puppy,small,playdate
n02086240_5520,365,I want to arrange a crossing partner for my male medium size adult shih tzu dog it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near nuwara-eliya.black & white dog siting near a small girl.,,Shih Tzu,male,adult,medium,crossing
n02086240_5536,366,"I have a female medium size adult Shih Tzu dog I would like to find a matching crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near monaragala.brown dog laying on a brown floor.",,Shih Tzu,female,adult,medium,crossing
n02086240_5541,367,"my dog is a female small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near baticola.ash color puppy laying on a red carpet.",,Shih Tzu,female,puppy,small,playdate
n02086240_5627,368,"my dog is a male medium size adult shih tzu dog I want to arrannge a  crossing for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near polonnaruwa.black & white dog laying on a sofa.",,Shih Tzu,male,adult,medium,crossing
n02086240_5703,369,I want to arrange a playdate partner for my male medium size  shih tzu dog. it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near jaffna.white dog with a  blue pendant siting on a road.,,Shih Tzu,female,adult,medium,crossing
n02086240_5957,370,"I would like to arrange a crossing partner for my  female medium adult size shih tzu dog.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near kilinocch.ash color puppy wearing a red scarf standing on  a ash carpert.",,Shih Tzu,female,adult,medium,crossing
n02086240_5976,371,"I have a male small size adult Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near matara. Ash color dog standing on asand ground.",,Shih Tzu,male,puppy,small,playdate
n02086240_6032,372,"my dog is a female small size shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near galle.black & white puppy standing on a road.",,Shih Tzu,female,puppy,small,playdate
n02086240_6082,373,"I want to arrange a crossing for my male medium  size adult  shih tzu dog. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids .we live near kalutara.black & white dog siting on a red sofa.",,Shih Tzu,male,adult,medium,crossing
n02086240_6106,374,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near gampha.chained brown & white puppy siting on a ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_6222,375,"my dog is a male medium size adult shih tzu dog I want to arrange a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near galle.white dog laying on a maroon sofa.",,Shih Tzu,male,adult,medium,crossing
n02088094_115,376,My dog is a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.ash color dog siting near a tulip flower garden,,Afgan hound,female,adult,large,playdate
n02088094_185,377,I have a medium size female  Afghan hound puppy has a tall slender elegent build is extremely athletic is gentel with strangers and with other pets I would like to arrange a playdate for my dog I live near nuwara-eliya.brown dog standing near a lady,,Afgan hound,female,puppy,medium,crossing
n02088094_231,378,I have a meddium male adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a crossing for my dog I live near galle.brown color dog standing on a green grass ground with a man.,,Afgan hound,male,adult,medium,playdate
n02088094_272,379,I would like to arrange a crossing partner for my Afgan hound  large size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near mannar.white big dog atanding on a ground.,,Afgan hound,male,adult,large,crossing
n02088094_342,380,My dog is a medium size female  Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near matara.black dog stand on a ground with a lady.,,Afgan hound,female,puppy,medium,playdate
n02088094_357,381,I want to arrange a crossing partner for my medium size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kurunegala.black dog standing near a water fall.,,Afgan hound,male,adult,medium,crossing
n02088094_472,382,I have a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a crossing for my dog live near monaragala.ash color dog standing on a green grass ground srounding with trees.  ,,Afgan hound,female,adult,large,crossing
n02088094_482,383,I would like to arrange a playdate for my Afgan hound  medium size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near colombo.black dog standing between a man & a woman,,Afgan hound,female,adult,medium,playdate
n02088094_515,384,My dog is a medium size male  Afgan hound puppy  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching playdate   partner for my dog.i live near matale.cream color dog standing on a green grass ground.,,Afgan hound,male,puppy,medium,playdate
n02088094_537,385,I have a medium size female  Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a playdate for my dog.i live near kilinochhi.brown dog standing on a green grass ground a woman and a man grooming the dog.,,Afgan hound,female,puppy,medium,playdate
n02088094_908,386,"I want to arrange a crossing partner for my medium size male adult Afgan hound dog very active, it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i live near hambanthota.white dog standing on a green grass ground.",,Afgan hound,male,adult,medium,crossing
n02088094_980,387,I would like to arrange a playdate for my Afgan hound  large size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near anuradhapura.large cream color dog standing near a water stream,,Afgan hound,male,adult,large,playdate
n02088094_988,388,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kurunegala.black dog standing near a door.,,Afgan hound,female,adult,medium,playdate
n02088094_1003,389,I have a large female adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a crossing partner for my dog I live near colombo.ash color dog standing near tuilip flower feild.,,Afgan hound,female,adult,large,crossing
n02088094_1145,390,I would like to arrange a playdate partner for my Afgan hound  small size male  puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near matale.white color puppy  siting infront of a brick wall.,,Afgan hound,male,puppy,small,playdate
n02088094_1150,391,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near kalutara.cream color puppy standing on a stones floor,,Afgan hound,female,adult,medium,playdate
n02088094_1167,392,I want to arrange a crossing partner for my medium size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kegalle.brown dog standing near a lady.,,Afgan hound,male,adult,medium,crossing
n02088094_1186,393,I have a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a playdate for my dog I live near gampha.white & black dog resting on the floor,,Afgan hound,female,adult,large,playdate
n02088094_1357,394,I have a medium female adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other pets I would like to arrange a crossing partner for my dog I live near jaffna.black dog standing on a white ground.   ,,Afgan hound,female,adult,medium,crossing
n02088094_1410,395,I have a large female adult Afghan hound dog has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a playdate for my dog I live near gampha.white dog standing near a beutiful tree.,,Afgan hound,female,adult,large,playdate
n02088094_1430,396,I would like to arrange a crossing partner for my Afgan hound  medium size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near rathnapura.brown color  dog standing near sea with a man.,,Afgan hound,male,adult,medium,crossing
n02088094_1475,397,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near matale.brown dog standing on a green grass feild with a woman.,,Afgan hound,female,adult,medium,playdate
n02088094_1592,398,I want to arrange a crossing partner for my medium size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kurunegala.cream color dog standing on a rouned table.,,Afgan hound,male,adult,medium,crossing
n02088094_1611,399,I have a medium size female Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a playdate for my dog .I live near polonnaruwa.brwon dog siting near a man and a woman,,Afgan hound,female,puppy,medium,playdate
n02088094_1724,400,I would like to arrange a playdate for my Afgan hound  large size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near mannar.black & white dog standing near a tree.,,Afgan hound,female,adult,large,playdate
n02088094_1823,401,My dog is a medium size male  Afgan hound puppy it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching playdate partner for my dog.i live near matale.cream color dog holding by a girl.,,Afgan hound,male,puppy,medium,playdate
n02088094_1841,402,I have a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a playdate for my dog.i live near gampaha.black dog standing on a green grass ground with a woman.,,Afgan hound,female,adult,medium,playdate
n02088094_1907,403,I have a medium size female  Afghan hound puppy has a tall slender elegent build is extremely athletic is gentel with strangers and with other petsand very playful dog. I would like to arrange a playdate for my dog I live near matara.black dog standing on a green grass ground with a lady.,,Afgan hound,female,puppy,medium,playdate
n02088094_1917,404,I would like to arrange a crossing partner for my Afgan hound  medium size male adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near matale.brown dog standing on a green grass ground with a small kid & a woman.,,Afgan hound,male,adult,medium,crossing
n02088094_1932,405,My dog is a medium size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.i would like  to arrange a playdate for my dog.I live near gampha.brown dog standing near beutiful tree.,,Afgan hound,female,adult,medium,playdate
n02088094_2131,406,I want to arrange a crossing partner for my medium size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful.I live near kurunegala.brown dog standing near a girl.,,Afgan hound,male,adult,medium,crossing
n02088094_2173,407,I have a large size  adult female Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.Ilike to arrange a playdate for my dog I live near kalutara.white  dog running through a ground,,Afgan hound,female,adult,large,playdate
n02088094_2458,408,I would like to arrange a playdate for my Afgan hound  large size female adult dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside.I live near colombo.cream colordog standing on a green grass feild near a large tree.,,Afgan hound,female,adult,large,playdate
n02088094_2522,409,My dog is a medium size male adult Afgan hound dog  it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and love kids and also very playful.i would like to find a matching crossing partner for my dog.i live near rathnapura.ash color dog standing near a woman.,,Afgan hound,male,adult,medium,crossing
n02088094_2545,410,I have a large size female adult Afgan hound dog it is elegent build very good in athletic and gentle with people and also have good behaviour with other pets and also very playful love to play outside I would like to arrange a playdate for my dog.i live near gampaha.brown dog standing infront of a house,,Afgan hound,female,adult,large,playdate
